assembly,village,candidate,party,votes,rank_in_ac,is_top4
Rohtak,30 (Part),Anand Kumar,,2,13,0
Rohtak,30 (Part),Navdeep Singh Raman,,2,14,0
Rohtak,30 (Part),Surender Kumar,,0,15,0
Rohtak,31 (Part),Bharat Bhushan Batra,INC,3322,1,1
Rohtak,31 (Part),Manish Kumar Grover,BJP,3347,2,1
Rohtak,31 (Part),Bijender Hooda,,45,3,1
Rohtak,31 (Part),Dilour Mehra,INLD,63,4,1
Rohtak,31 (Part),Jitender Balhara,JJP,22,5,0
Rohtak,31 (Part),Parveen Kumar,,18,6,0
Rohtak,31 (Part),Mahender Bagri,,1,7,0
Rohtak,31 (Part),Bishamber Kumar,,11,8,0
Rohtak,31 (Part),Bhushan Bharat,,5,9,0
Rohtak,31 (Part),Manisha Mokhra,,1,10,0
Rohtak,31 (Part),Ashwani Malik,,2,11,0
Rohtak,31 (Part),Yashpal,,1,12,0
Rohtak,31 (Part),Anand Kumar,,8,13,0
Rohtak,31 (Part),Navdeep Singh Raman,,1,14,0
Rohtak,31 (Part),Surender Kumar,,1,15,0
Rohtak,6 (Part),Bharat Bhushan Batra,INC,706,1,1
Rohtak,6 (Part),Manish Kumar Grover,BJP,169,2,1
Rohtak,6 (Part),Bijender Hooda,,47,3,1
Rohtak,6 (Part),Dilour Mehra,INLD,6,4,1
Rohtak,6 (Part),Jitender Balhara,JJP,2,5,0
Rohtak,6 (Part),Parveen Kumar,,0,6,0
Rohtak,6 (Part),Mahender Bagri,,0,7,0
Rohtak,6 (Part),Bishamber Kumar,,0,8,0
Rohtak,6 (Part),Bhushan Bharat,,1,9,0
Rohtak,6 (Part),Manisha Mokhra,,0,10,0
Rohtak,6 (Part),Ashwani Malik,,1,11,0
Rohtak,6 (Part),Yashpal,,0,12,0
Rohtak,6 (Part),Anand Kumar,,0,13,0
Rohtak,6 (Part),Navdeep Singh Raman,,0,14,0
Rohtak,6 (Part),Surender Kumar,,0,15,0
Rohtak,7 (Part),Bharat Bhushan Batra,INC,1756,1,1
Rohtak,7 (Part),Manish Kumar Grover,BJP,1672,2,1
Rohtak,7 (Part),Bijender Hooda,,23,3,1
Rohtak,7 (Part),Dilour Mehra,INLD,4,4,1
Rohtak,7 (Part),Jitender Balhara,JJP,9,5,0
Rohtak,7 (Part),Parveen Kumar,,6,6,0
Rohtak,7 (Part),Mahender Bagri,,0,7,0
Rohtak,7 (Part),Bishamber Kumar,,3,8,0
Rohtak,7 (Part),Bhushan Bharat,,3,9,0
Rohtak,7 (Part),Manisha Mokhra,,2,10,0
Rohtak,7 (Part),Ashwani Malik,,3,11,0
Rohtak,7 (Part),Yashpal,,1,12,0
Rohtak,7 (Part),Anand Kumar,,2,13,0
Rohtak,7 (Part),Navdeep Singh Raman,,0,14,0
Rohtak,7 (Part),Surender Kumar,,2,15,0
Rohtak,8 (Part),Bharat Bhushan Batra,INC,1777,1,1
Rohtak,8 (Part),Manish Kumar Grover,BJP,2743,2,1
Rohtak,8 (Part),Bijender Hooda,,29,3,1
Rohtak,8 (Part),Dilour Mehra,INLD,27,4,1
Rohtak,8 (Part),Jitender Balhara,JJP,6,5,0
Rohtak,8 (Part),Parveen Kumar,,6,6,0
Rohtak,8 (Part),Mahender Bagri,,7,7,0
Rohtak,8 (Part),Bishamber Kumar,,2,8,0
Rohtak,8 (Part),Bhushan Bharat,,2,9,0
Rohtak,8 (Part),Manisha Mokhra,,0,10,0
Rohtak,8 (Part),Ashwani Malik,,1,11,0
Rohtak,8 (Part),Yashpal,,1,12,0
Rohtak,8 (Part),Anand Kumar,,1,13,0
Rohtak,8 (Part),Navdeep Singh Raman,,1,14,0
Rohtak,8 (Part),Surender Kumar,,0,15,0
Rohtak,9 (Part),Bharat Bhushan Batra,INC,2515,1,1
Rohtak,9 (Part),Manish Kumar Grover,BJP,1980,2,1
Rohtak,9 (Part),Bijender Hooda,,40,3,1
Rohtak,9 (Part),Dilour Mehra,INLD,15,4,1
Rohtak,9 (Part),Jitender Balhara,JJP,18,5,0
Rohtak,9 (Part),Parveen Kumar,,5,6,0
Rohtak,9 (Part),Mahender Bagri,,1,7,0
Rohtak,9 (Part),Bishamber Kumar,,4,8,0
Rohtak,9 (Part),Bhushan Bharat,,2,9,0
Rohtak,9 (Part),Manisha Mokhra,,7,10,0
Rohtak,9 (Part),Ashwani Malik,,1,11,0
Rohtak,9 (Part),Yashpal,,1,12,0
Rohtak,9 (Part),Anand Kumar,,0,13,0
Rohtak,9 (Part),Navdeep Singh Raman,,1,14,0
Rohtak,9 (Part),Surender Kumar,,0,15,0
Rohtak,"90, 91, 92",Bharat Bhushan Batra,INC,425,1,1
Rohtak,"90, 91, 92",Manish Kumar Grover,BJP,262,2,1
Rohtak,"90, 91, 92",Bijender Hooda,,5,3,1
Rohtak,"90, 91, 92",Dilour Mehra,INLD,0,4,1
Rohtak,"90, 91, 92",Jitender Balhara,JJP,1,5,0
Rohtak,"90, 91, 92",Parveen Kumar,,1,6,0
Rohtak,"90, 91, 92",Mahender Bagri,,0,7,0
Rohtak,"90, 91, 92",Bishamber Kumar,,0,8,0
Rohtak,"90, 91, 92",Bhushan Bharat,,0,9,0
Rohtak,"90, 91, 92",Manisha Mokhra,,0,10,0
Rohtak,"90, 91, 92",Ashwani Malik,,0,11,0
Rohtak,"90, 91, 92",Yashpal,,0,12,0
Rohtak,"90, 91, 92",Anand Kumar,,0,13,0
Rohtak,"90, 91, 92",Navdeep Singh Raman,,0,14,0
Rohtak,"90, 91, 92",Surender Kumar,,0,15,0
Sadhaura,Ahdewala,Renu Bala,INC,382,1,1
Sadhaura,Ahdewala,Balwant Singh,BJP,210,2,1
Sadhaura,Ahdewala,Brij Pal,BSP,98,3,1
Sadhaura,Ahdewala,Sohil,ASP(KR),1,4,1
Sadhaura,Ahdewala,Rita Rani,,2,5,0
Sadhaura,Ahdewala,Beta Mamchand Rattu,,0,6,0
Sadhaura,Ahdewala,Jai Pal,,0,7,0
Sadhaura,Ahdewala,Jasbir Singh,,2,8,0
Sadhaura,Ahdewala,Pooja Nagra,,2,9,0
Sadhaura,Akalgarh Majra,Renu Bala,INC,210,1,1
Sadhaura,Akalgarh Majra,Balwant Singh,BJP,35,2,1
Sadhaura,Akalgarh Majra,Brij Pal,BSP,351,3,1
Sadhaura,Akalgarh Majra,Sohil,ASP(KR),8,4,1
Sadhaura,Akalgarh Majra,Rita Rani,,1,5,0
Sadhaura,Akalgarh Majra,Beta Mamchand Rattu,,1,6,0
Sadhaura,Akalgarh Majra,Jai Pal,,1,7,0
Sadhaura,Akalgarh Majra,Jasbir Singh,,0,8,0
Sadhaura,Akalgarh Majra,Pooja Nagra,,0,9,0
Sadhaura,Alisherpur Majra,Renu Bala,INC,216,1,1
Sadhaura,Alisherpur Majra,Balwant Singh,BJP,425,2,1
Sadhaura,Alisherpur Majra,Brij Pal,BSP,228,3,1
Sadhaura,Alisherpur Majra,Sohil,ASP(KR),13,4,1
Sadhaura,Alisherpur Majra,Rita Rani,,1,5,0
Sadhaura,Alisherpur Majra,Beta Mamchand Rattu,,4,6,0
Sadhaura,Alisherpur Majra,Jai Pal,,3,7,0
Sadhaura,Alisherpur Majra,Jasbir Singh,,4,8,0
Sadhaura,Alisherpur Majra,Pooja Nagra,,0,9,0
Sadhaura,Ambli,Renu Bala,INC,120,1,1
Sadhaura,Ambli,Balwant Singh,BJP,355,2,1
Sadhaura,Ambli,Brij Pal,BSP,199,3,1
Sadhaura,Ambli,Sohil,ASP(KR),0,4,1
Sadhaura,Ambli,Rita Rani,,15,5,0
Sadhaura,Ambli,Beta Mamchand Rattu,,1,6,0
Sadhaura,Ambli,Jai Pal,,0,7,0
Sadhaura,Ambli,Jasbir Singh,,1,8,0
Sadhaura,Ambli,Pooja Nagra,,1,9,0
Sadhaura,Azizpur Kalan,Renu Bala,INC,826,1,1
Sadhaura,Azizpur Kalan,Balwant Singh,BJP,568,2,1
Sadhaura,Azizpur Kalan,Brij Pal,BSP,638,3,1
Sadhaura,Azizpur Kalan,Sohil,ASP(KR),7,4,1
Sadhaura,Azizpur Kalan,Rita Rani,,6,5,0
Sadhaura,Azizpur Kalan,Beta Mamchand Rattu,,4,6,0
Sadhaura,Azizpur Kalan,Jai Pal,,5,7,0
Sadhaura,Azizpur Kalan,Jasbir Singh,,16,8,0
Sadhaura,Azizpur Kalan,Pooja Nagra,,0,9,0
Sadhaura,Bajawli,Renu Bala,INC,581,1,1
Sadhaura,Bajawli,Balwant Singh,BJP,199,2,1
Sadhaura,Bajawli,Brij Pal,BSP,308,3,1
Sadhaura,Bajawli,Sohil,ASP(KR),6,4,1
Sadhaura,Bajawli,Rita Rani,,1,5,0
Sadhaura,Bajawli,Beta Mamchand Rattu,,2,6,0
Sadhaura,Bajawli,Jai Pal,,1,7,0
Sadhaura,Bajawli,Jasbir Singh,,1,8,0
Sadhaura,Bajawli,Pooja Nagra,,1,9,0
Sadhaura,Bakala,Renu Bala,INC,263,1,1
Sadhaura,Bakala,Balwant Singh,BJP,104,2,1
Sadhaura,Bakala,Brij Pal,BSP,221,3,1
Sadhaura,Bakala,Sohil,ASP(KR),11,4,1
Sadhaura,Bakala,Rita Rani,,3,5,0
Sadhaura,Bakala,Beta Mamchand Rattu,,1,6,0
Sadhaura,Bakala,Jai Pal,,0,7,0
Sadhaura,Bakala,Jasbir Singh,,0,8,0
Sadhaura,Bakala,Pooja Nagra,,0,9,0
Sadhaura,Bal Chhapar,Renu Bala,INC,438,1,1
Sadhaura,Bal Chhapar,Balwant Singh,BJP,443,2,1
Sadhaura,Bal Chhapar,Brij Pal,BSP,820,3,1
Sadhaura,Bal Chhapar,Sohil,ASP(KR),99,4,1
Sadhaura,Bal Chhapar,Rita Rani,,26,5,0
Sadhaura,Bal Chhapar,Beta Mamchand Rattu,,4,6,0
Sadhaura,Bal Chhapar,Jai Pal,,2,7,0
Sadhaura,Bal Chhapar,Jasbir Singh,,5,8,0
Sadhaura,Bal Chhapar,Pooja Nagra,,1,9,0
Sadhaura,Basatiyawala,Renu Bala,INC,509,1,1
Sadhaura,Basatiyawala,Balwant Singh,BJP,154,2,1
Sadhaura,Basatiyawala,Brij Pal,BSP,404,3,1
Sadhaura,Basatiyawala,Sohil,ASP(KR),63,4,1
Sadhaura,Basatiyawala,Rita Rani,,7,5,0
Sadhaura,Basatiyawala,Beta Mamchand Rattu,,5,6,0
Sadhaura,Basatiyawala,Jai Pal,,2,7,0
Sadhaura,Basatiyawala,Jasbir Singh,,1,8,0
Sadhaura,Basatiyawala,Pooja Nagra,,2,9,0
Sadhaura,Bhagwanpur,Renu Bala,INC,146,1,1
Sadhaura,Bhagwanpur,Balwant Singh,BJP,194,2,1
Sadhaura,Bhagwanpur,Brij Pal,BSP,332,3,1
Sadhaura,Bhagwanpur,Sohil,ASP(KR),5,4,1
Sadhaura,Bhagwanpur,Rita Rani,,2,5,0
Sadhaura,Bhagwanpur,Beta Mamchand Rattu,,0,6,0
Sadhaura,Bhagwanpur,Jai Pal,,2,7,0
Sadhaura,Bhagwanpur,Jasbir Singh,,0,8,0
Sadhaura,Bhagwanpur,Pooja Nagra,,0,9,0
Sadhaura,Bhamauli,Renu Bala,INC,288,1,1
Sadhaura,Bhamauli,Balwant Singh,BJP,365,2,1
Sadhaura,Bhamauli,Brij Pal,BSP,254,3,1
Sadhaura,Bhamauli,Sohil,ASP(KR),68,4,1
Sadhaura,Bhamauli,Rita Rani,,6,5,0
Sadhaura,Bhamauli,Beta Mamchand Rattu,,4,6,0
Sadhaura,Bhamauli,Jai Pal,,1,7,0
Sadhaura,Bhamauli,Jasbir Singh,,0,8,0
Sadhaura,Bhamauli,Pooja Nagra,,3,9,0
Sadhaura,Bhammoli,Renu Bala,INC,354,1,1
Sadhaura,Bhammoli,Balwant Singh,BJP,568,2,1
Sadhaura,Bhammoli,Brij Pal,BSP,867,3,1
Sadhaura,Bhammoli,Sohil,ASP(KR),41,4,1
Sadhaura,Bhammoli,Rita Rani,,15,5,0
Sadhaura,Bhammoli,Beta Mamchand Rattu,,8,6,0
Sadhaura,Bhammoli,Jai Pal,,4,7,0
Sadhaura,Bhammoli,Jasbir Singh,,4,8,0
Sadhaura,Bhammoli,Pooja Nagra,,0,9,0
Sadhaura,Bhammoul,Renu Bala,INC,560,1,1
Sadhaura,Bhammoul,Balwant Singh,BJP,213,2,1
Sadhaura,Bhammoul,Brij Pal,BSP,596,3,1
Sadhaura,Bhammoul,Sohil,ASP(KR),45,4,1
Sadhaura,Bhammoul,Rita Rani,,7,5,0
Sadhaura,Bhammoul,Beta Mamchand Rattu,,3,6,0
Sadhaura,Bhammoul,Jai Pal,,3,7,0
Sadhaura,Bhammoul,Jasbir Singh,,0,8,0
Sadhaura,Bhammoul,Pooja Nagra,,0,9,0
Sadhaura,Bhatouli,Renu Bala,INC,522,1,1
Sadhaura,Bhatouli,Balwant Singh,BJP,391,2,1
Sadhaura,Bhatouli,Brij Pal,BSP,104,3,1
Sadhaura,Bhatouli,Sohil,ASP(KR),15,4,1
Sadhaura,Bhatouli,Rita Rani,,15,5,0
Sadhaura,Bhatouli,Beta Mamchand Rattu,,2,6,0
Sadhaura,Bhatouli,Jai Pal,,2,7,0
Sadhaura,Bhatouli,Jasbir Singh,,36,8,0
Sadhaura,Bhatouli,Pooja Nagra,,0,9,0
Sadhaura,Bhavanipur,Renu Bala,INC,430,1,1
Sadhaura,Bhavanipur,Balwant Singh,BJP,100,2,1
Sadhaura,Bhavanipur,Brij Pal,BSP,290,3,1
Sadhaura,Bhavanipur,Sohil,ASP(KR),5,4,1
Sadhaura,Bhavanipur,Rita Rani,,2,5,0
Sadhaura,Bhavanipur,Beta Mamchand Rattu,,1,6,0
Sadhaura,Bhavanipur,Jai Pal,,2,7,0
Sadhaura,Bhavanipur,Jasbir Singh,,6,8,0
Sadhaura,Bhavanipur,Pooja Nagra,,2,9,0
Sadhaura,Bhogpur,Renu Bala,INC,251,1,1
Sadhaura,Bhogpur,Balwant Singh,BJP,243,2,1
Sadhaura,Bhogpur,Brij Pal,BSP,330,3,1
Sadhaura,Bhogpur,Sohil,ASP(KR),24,4,1
Sadhaura,Bhogpur,Rita Rani,,3,5,0
Sadhaura,Bhogpur,Beta Mamchand Rattu,,5,6,0
Sadhaura,Bhogpur,Jai Pal,,3,7,0
Sadhaura,Bhogpur,Jasbir Singh,,2,8,0
Sadhaura,Bhogpur,Pooja Nagra,,1,9,0
Sadhaura,Bihta,Renu Bala,INC,225,1,1
Sadhaura,Bihta,Balwant Singh,BJP,399,2,1
Sadhaura,Bihta,Brij Pal,BSP,246,3,1
Sadhaura,Bihta,Sohil,ASP(KR),5,4,1
Sadhaura,Bihta,Rita Rani,,4,5,0
Sadhaura,Bihta,Beta Mamchand Rattu,,3,6,0
Sadhaura,Bihta,Jai Pal,,0,7,0
Sadhaura,Bihta,Jasbir Singh,,0,8,0
Sadhaura,Bihta,Pooja Nagra,,0,9,0
Sadhaura,Bilaspur,Renu Bala,INC,2325,1,1
Sadhaura,Bilaspur,Balwant Singh,BJP,3236,2,1
Sadhaura,Bilaspur,Brij Pal,BSP,714,3,1
Sadhaura,Bilaspur,Sohil,ASP(KR),69,4,1
Sadhaura,Bilaspur,Rita Rani,,29,5,0
Sadhaura,Bilaspur,Beta Mamchand Rattu,,10,6,0
Sadhaura,Bilaspur,Jai Pal,,18,7,0
Sadhaura,Bilaspur,Jasbir Singh,,7,8,0
Sadhaura,Bilaspur,Pooja Nagra,,12,9,0
Sadhaura,Burj Jamunwala,Renu Bala,INC,375,1,1
Sadhaura,Burj Jamunwala,Balwant Singh,BJP,21,2,1
Sadhaura,Burj Jamunwala,Brij Pal,BSP,168,3,1
Sadhaura,Burj Jamunwala,Sohil,ASP(KR),41,4,1
Sadhaura,Burj Jamunwala,Rita Rani,,0,5,0
Sadhaura,Burj Jamunwala,Beta Mamchand Rattu,,1,6,0
Sadhaura,Burj Jamunwala,Jai Pal,,0,7,0
Sadhaura,Burj Jamunwala,Jasbir Singh,,1,8,0
Sadhaura,Burj Jamunwala,Pooja Nagra,,0,9,0
Sadhaura,Chahdwala,Renu Bala,INC,343,1,1
Sadhaura,Chahdwala,Balwant Singh,BJP,244,2,1
Sadhaura,Chahdwala,Brij Pal,BSP,440,3,1
Sadhaura,Chahdwala,Sohil,ASP(KR),12,4,1
Sadhaura,Chahdwala,Rita Rani,,0,5,0
Sadhaura,Chahdwala,Beta Mamchand Rattu,,0,6,0
Sadhaura,Chahdwala,Jai Pal,,3,7,0
Sadhaura,Chahdwala,Jasbir Singh,,0,8,0
Sadhaura,Chahdwala,Pooja Nagra,,0,9,0
Sadhaura,Chanda Kheri,Renu Bala,INC,351,1,1
Sadhaura,Chanda Kheri,Balwant Singh,BJP,334,2,1
Sadhaura,Chanda Kheri,Brij Pal,BSP,158,3,1
Sadhaura,Chanda Kheri,Sohil,ASP(KR),6,4,1
Sadhaura,Chanda Kheri,Rita Rani,,4,5,0
Sadhaura,Chanda Kheri,Beta Mamchand Rattu,,4,6,0
Sadhaura,Chanda Kheri,Jai Pal,,4,7,0
Sadhaura,Chanda Kheri,Jasbir Singh,,0,8,0
Sadhaura,Chanda Kheri,Pooja Nagra,,0,9,0
Sadhaura,Chauli,Renu Bala,INC,486,1,1
Sadhaura,Chauli,Balwant Singh,BJP,462,2,1
Sadhaura,Chauli,Brij Pal,BSP,400,3,1
Sadhaura,Chauli,Sohil,ASP(KR),6,4,1
Sadhaura,Chauli,Rita Rani,,4,5,0
Sadhaura,Chauli,Beta Mamchand Rattu,,6,6,0
Sadhaura,Chauli,Jai Pal,,3,7,0
Sadhaura,Chauli,Jasbir Singh,,0,8,0
Sadhaura,Chauli,Pooja Nagra,,0,9,0
Sadhaura,Chaurahi,Renu Bala,INC,292,1,1
Sadhaura,Chaurahi,Balwant Singh,BJP,156,2,1
Sadhaura,Chaurahi,Brij Pal,BSP,389,3,1
Sadhaura,Chaurahi,Sohil,ASP(KR),3,4,1
Sadhaura,Chaurahi,Rita Rani,,0,5,0
Sadhaura,Chaurahi,Beta Mamchand Rattu,,1,6,0
Sadhaura,Chaurahi,Jai Pal,,1,7,0
Sadhaura,Chaurahi,Jasbir Singh,,3,8,0
Sadhaura,Chaurahi,Pooja Nagra,,0,9,0
Sadhaura,Chhajju Nagla,Renu Bala,INC,217,1,1
Sadhaura,Chhajju Nagla,Balwant Singh,BJP,102,2,1
Sadhaura,Chhajju Nagla,Brij Pal,BSP,316,3,1
Sadhaura,Chhajju Nagla,Sohil,ASP(KR),29,4,1
Sadhaura,Chhajju Nagla,Rita Rani,,5,5,0
Sadhaura,Chhajju Nagla,Beta Mamchand Rattu,,1,6,0
Sadhaura,Chhajju Nagla,Jai Pal,,0,7,0
Sadhaura,Chhajju Nagla,Jasbir Singh,,0,8,0
Sadhaura,Chhajju Nagla,Pooja Nagra,,0,9,0
Sadhaura,Chhalor,Renu Bala,INC,216,1,1
Sadhaura,Chhalor,Balwant Singh,BJP,427,2,1
Sadhaura,Chhalor,Brij Pal,BSP,401,3,1
Sadhaura,Chhalor,Sohil,ASP(KR),13,4,1
Sadhaura,Chhalor,Rita Rani,,4,5,0
Sadhaura,Chhalor,Beta Mamchand Rattu,,5,6,0
Sadhaura,Chhalor,Jai Pal,,3,7,0
Sadhaura,Chhalor,Jasbir Singh,,1,8,0
Sadhaura,Chhalor,Pooja Nagra,,0,9,0
Sadhaura,Chhappar Mansurpur,Renu Bala,INC,333,1,1
Sadhaura,Chhappar Mansurpur,Balwant Singh,BJP,556,2,1
Sadhaura,Chhappar Mansurpur,Brij Pal,BSP,817,3,1
Sadhaura,Chhappar Mansurpur,Sohil,ASP(KR),5,4,1
Sadhaura,Chhappar Mansurpur,Rita Rani,,9,5,0
Sadhaura,Chhappar Mansurpur,Beta Mamchand Rattu,,4,6,0
Sadhaura,Chhappar Mansurpur,Jai Pal,,2,7,0
Sadhaura,Chhappar Mansurpur,Jasbir Singh,,2,8,0
Sadhaura,Chhappar Mansurpur,Pooja Nagra,,2,9,0
Sadhaura,Chhauli,Renu Bala,INC,584,1,1
Sadhaura,Chhauli,Balwant Singh,BJP,364,2,1
Sadhaura,Chhauli,Brij Pal,BSP,287,3,1
Sadhaura,Chhauli,Sohil,ASP(KR),18,4,1
Sadhaura,Chhauli,Rita Rani,,7,5,0
Sadhaura,Chhauli,Beta Mamchand Rattu,,1,6,0
Sadhaura,Chhauli,Jai Pal,,3,7,0
Sadhaura,Chhauli,Jasbir Singh,,0,8,0
Sadhaura,Chhauli,Pooja Nagra,,0,9,0
Sadhaura,Chhintpur,Renu Bala,INC,299,1,1
Sadhaura,Chhintpur,Balwant Singh,BJP,47,2,1
Sadhaura,Chhintpur,Brij Pal,BSP,115,3,1
Sadhaura,Chhintpur,Sohil,ASP(KR),0,4,1
Sadhaura,Chhintpur,Rita Rani,,1,5,0
Sadhaura,Chhintpur,Beta Mamchand Rattu,,1,6,0
Sadhaura,Chhintpur,Jai Pal,,0,7,0
Sadhaura,Chhintpur,Jasbir Singh,,0,8,0
Sadhaura,Chhintpur,Pooja Nagra,,0,9,0
Sadhaura,Dalor,Renu Bala,INC,226,1,1
Sadhaura,Dalor,Balwant Singh,BJP,209,2,1
Sadhaura,Dalor,Brij Pal,BSP,426,3,1
Sadhaura,Dalor,Sohil,ASP(KR),25,4,1
Sadhaura,Dalor,Rita Rani,,4,5,0
Sadhaura,Dalor,Beta Mamchand Rattu,,4,6,0
Sadhaura,Dalor,Jai Pal,,1,7,0
Sadhaura,Dalor,Jasbir Singh,,6,8,0
Sadhaura,Dalor,Pooja Nagra,,2,9,0
Sadhaura,Darazpur,Renu Bala,INC,191,1,1
Sadhaura,Darazpur,Balwant Singh,BJP,245,2,1
Sadhaura,Darazpur,Brij Pal,BSP,188,3,1
Sadhaura,Darazpur,Sohil,ASP(KR),3,4,1
Sadhaura,Darazpur,Rita Rani,,7,5,0
Sadhaura,Darazpur,Beta Mamchand Rattu,,1,6,0
Sadhaura,Darazpur,Jai Pal,,0,7,0
Sadhaura,Darazpur,Jasbir Singh,,4,8,0
Sadhaura,Darazpur,Pooja Nagra,,2,9,0
Sadhaura,Dariyapur,Renu Bala,INC,146,1,1
Sadhaura,Dariyapur,Balwant Singh,BJP,161,2,1
Sadhaura,Dariyapur,Brij Pal,BSP,76,3,1
Sadhaura,Dariyapur,Sohil,ASP(KR),4,4,1
Sadhaura,Dariyapur,Rita Rani,,4,5,0
Sadhaura,Dariyapur,Beta Mamchand Rattu,,0,6,0
Sadhaura,Dariyapur,Jai Pal,,1,7,0
Sadhaura,Dariyapur,Jasbir Singh,,0,8,0
Sadhaura,Dariyapur,Pooja Nagra,,1,9,0
Sadhaura,Dayalgarh,Renu Bala,INC,116,1,1
Sadhaura,Dayalgarh,Balwant Singh,BJP,292,2,1
Sadhaura,Dayalgarh,Brij Pal,BSP,153,3,1
Sadhaura,Dayalgarh,Sohil,ASP(KR),3,4,1
Sadhaura,Dayalgarh,Rita Rani,,2,5,0
Sadhaura,Dayalgarh,Beta Mamchand Rattu,,1,6,0
Sadhaura,Dayalgarh,Jai Pal,,1,7,0
Sadhaura,Dayalgarh,Jasbir Singh,,0,8,0
Sadhaura,Dayalgarh,Pooja Nagra,,1,9,0
Sadhaura,Dhanoura,Renu Bala,INC,3526,1,1
Sadhaura,Dhanoura,Balwant Singh,BJP,3809,2,1
Sadhaura,Dhanoura,Brij Pal,BSP,2703,3,1
Sadhaura,Dhanoura,Sohil,ASP(KR),221,4,1
Sadhaura,Dhanoura,Rita Rani,,32,5,0
Sadhaura,Dhanoura,Beta Mamchand Rattu,,33,6,0
Sadhaura,Dhanoura,Jai Pal,,17,7,0
Sadhaura,Dhanoura,Jasbir Singh,,15,8,0
Sadhaura,Dhanoura,Pooja Nagra,,21,9,0
Sadhaura,Dharmkot,Renu Bala,INC,268,1,1
Sadhaura,Dharmkot,Balwant Singh,BJP,404,2,1
Sadhaura,Dharmkot,Brij Pal,BSP,342,3,1
Sadhaura,Dharmkot,Sohil,ASP(KR),13,4,1
Sadhaura,Dharmkot,Rita Rani,,8,5,0
Sadhaura,Dharmkot,Beta Mamchand Rattu,,0,6,0
Sadhaura,Dharmkot,Jai Pal,,1,7,0
Sadhaura,Dharmkot,Jasbir Singh,,0,8,0
Sadhaura,Dharmkot,Pooja Nagra,,3,9,0
Sadhaura,Fatehgarh Tumbi,Renu Bala,INC,666,1,1
Sadhaura,Fatehgarh Tumbi,Balwant Singh,BJP,576,2,1
Sadhaura,Fatehgarh Tumbi,Brij Pal,BSP,540,3,1
Sadhaura,Fatehgarh Tumbi,Sohil,ASP(KR),38,4,1
Sadhaura,Fatehgarh Tumbi,Rita Rani,,6,5,0
Sadhaura,Fatehgarh Tumbi,Beta Mamchand Rattu,,3,6,0
Sadhaura,Fatehgarh Tumbi,Jai Pal,,3,7,0
Sadhaura,Fatehgarh Tumbi,Jasbir Singh,,2,8,0
Sadhaura,Fatehgarh Tumbi,Pooja Nagra,,0,9,0
Sadhaura,Fazalpur,Renu Bala,INC,367,1,1
Sadhaura,Fazalpur,Balwant Singh,BJP,67,2,1
Sadhaura,Fazalpur,Brij Pal,BSP,183,3,1
Sadhaura,Fazalpur,Sohil,ASP(KR),14,4,1
Sadhaura,Fazalpur,Rita Rani,,0,5,0
Sadhaura,Fazalpur,Beta Mamchand Rattu,,3,6,0
Sadhaura,Fazalpur,Jai Pal,,2,7,0
Sadhaura,Fazalpur,Jasbir Singh,,2,8,0
Sadhaura,Fazalpur,Pooja Nagra,,0,9,0
Sadhaura,Firozpur Raiyan,Renu Bala,INC,281,1,1
Sadhaura,Firozpur Raiyan,Balwant Singh,BJP,199,2,1
Sadhaura,Firozpur Raiyan,Brij Pal,BSP,371,3,1
Sadhaura,Firozpur Raiyan,Sohil,ASP(KR),124,4,1
Sadhaura,Firozpur Raiyan,Rita Rani,,2,5,0
Sadhaura,Firozpur Raiyan,Beta Mamchand Rattu,,1,6,0
Sadhaura,Firozpur Raiyan,Jai Pal,,1,7,0
Sadhaura,Firozpur Raiyan,Jasbir Singh,,1,8,0
Sadhaura,Firozpur Raiyan,Pooja Nagra,,1,9,0
Sadhaura,Gadholi,Renu Bala,INC,143,1,1
Sadhaura,Gadholi,Balwant Singh,BJP,135,2,1
Sadhaura,Gadholi,Brij Pal,BSP,272,3,1
Sadhaura,Gadholi,Sohil,ASP(KR),21,4,1
Sadhaura,Gadholi,Rita Rani,,13,5,0
Sadhaura,Gadholi,Beta Mamchand Rattu,,1,6,0
Sadhaura,Gadholi,Jai Pal,,2,7,0
Sadhaura,Gadholi,Jasbir Singh,,0,8,0
Sadhaura,Gadholi,Pooja Nagra,,3,9,0
Sadhaura,Gadhoula,Renu Bala,INC,157,1,1
Sadhaura,Gadhoula,Balwant Singh,BJP,169,2,1
Sadhaura,Gadhoula,Brij Pal,BSP,492,3,1
Sadhaura,Gadhoula,Sohil,ASP(KR),10,4,1
Sadhaura,Gadhoula,Rita Rani,,3,5,0
Sadhaura,Gadhoula,Beta Mamchand Rattu,,2,6,0
Sadhaura,Gadhoula,Jai Pal,,1,7,0
Sadhaura,Gadhoula,Jasbir Singh,,2,8,0
Sadhaura,Gadhoula,Pooja Nagra,,1,9,0
Sadhaura,Gadhwali,Renu Bala,INC,244,1,1
Sadhaura,Gadhwali,Balwant Singh,BJP,126,2,1
Sadhaura,Gadhwali,Brij Pal,BSP,185,3,1
Sadhaura,Gadhwali,Sohil,ASP(KR),3,4,1
Sadhaura,Gadhwali,Rita Rani,,1,5,0
Sadhaura,Gadhwali,Beta Mamchand Rattu,,0,6,0
Sadhaura,Gadhwali,Jai Pal,,2,7,0
Sadhaura,Gadhwali,Jasbir Singh,,1,8,0
